Christian Code,DrugBank ID,AE(kcal/mol) 4NQC,AE(kcal/mol) 5U72,MEDIA GEO EA,SMILES,Common name
db7534,DB13088,"-7,9","-9,2","-8,53",CC(C)OC1=C2C(NC3=C(Cl)C=NC4=C3OCO4)=NC=NC2=CC(OCCN2CCN(CC2)C(C)=O)=C1,AZD-0424
db7537,DB13093,"-8,8","-9,3","-9,05",CN1N=C(C)C=C1C(=O)NC1=CC(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)=CC=C1C,TAK-593
db7538,DB13094,"-8,7","-9,4","-9,04",FC1=CC=C(CCN2CCN(CC2)C(=O)C2=C3NC=C(C#N)C3=CC=C2)C=C1,Pruvanserin
db7539,DB13095,"-9,1","-9,6","-9,35",[H][C@@]1(CN(CCN1S(=O)(=O)C1=CC=C(C=C1)C(F)(F)F)C1=NC2=NC(=NC=C2S1)C1CC1)C(O)=NCC1=CC(F)=C(OC(F)(F)F)C=C1,JTK-853
db7544,DB13101,"-9,2","-8,1","-8,63",CN1C=C(C=N1)C1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NC2=CC=CC=C2N)=C1,4SC-202
db7546,DB13104,"-8,6","-9,7","-9,13",C[C@@H](OC1=CC(=NN=C1N)C(=O)NC1=CC=C(C=C1)C(=O)N1CCN(C)CC1)C1=C(Cl)C=CC(F)=C1Cl,X-396
db7550,DB13109,"-7,7","-8,6","-8,14",O=C(NC1=CC=NC=C1)NC1=CC=C(C=C1)C1=NC(=NC(=N1)N1[C@H]2CC[C@@H]1COC2)N1CCOCC1,PKI-179
db7552,DB13113,"-9,9","-8,7","-9,28",CN1C=C(C=N1)C1=NN2C(C=C1)=NN=C2C(F)(F)C1=CC=C2N=CC=CC2=C1,JNJ-38877605
db7554,DB13115,"-7,9","-7,6","-7,75",CCO[C@@H](CC1=CC=C(OCCN2C(C)=CC=C2C2=CC=C(SC)C=C2)C=C1)C(O)=O,Saroglitazar
db7557,DB13118,"-7,9","-7,9","-7,90",CCN(C(=O)C1=C(O)C2=C(CC)C=CC=C2N(C)C1=O)C1=CC=CC=C1,Paquinimod
db7558,DB13119,"-8,1",-9,"-8,54",CN1C(=O)C(C(=O)NCCO)=C(O)C2=NC=C(CC3=CC=C(F)C=C3)C=C12,GSK-364735
db7561,DB13125,"-8,2","-8,7","-8,45",CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1,Lusutrombopag
db7562,DB13126,"-8,9","-9,2","-9,05",CC1=CC=CC2=C1NC(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C2C1=CC=CC(F)=C1,BMS-986115
db7565,DB13135,"-7,6","-8,3","-7,94",COC1=CC=C2N(C(=NC2=C1)[S+]([O-])CC1=NC=C(C)C(OC)=C1C)S(=O)(=O)C1=CC=C(OCC(O)=O)C=C1,AGN-201904
db7566,DB13136,"-10,3","-9,4","-9,84",FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,Fluindione
db7567,DB13138,"-8,9","-9,1","-9,00",C[C@H](N)C(=O)N[C@@H](C)C(=O)OCCOC1=CC=C(C=C1)C1=C(C#N)C(=NC(SCC2=CSC(=N2)C2=CC=C(Cl)C=C2)=C1C#N)N1CCCC1,Neladenoson bialanate
db7569,DB13143,"-8,9","-8,6","-8,75",CC[C@H](C1=CC=C2C=C(OC)C=CC2=C1)C(C)(C)C(O)=O,Methallenestril
db7570,DB13153,-8,"-7,3","-7,64",[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,Levomenol
db7572,DB13155,"-8,6","-8,8","-8,70",OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,Esculin
db7573,DB13158,"-6,3","-9,1","-7,57",[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,Clobetasone
db7575,DB13164,"-7,6","-8,9","-8,22",CN1CCN(CC1)C1=CC=C(NC2=NC(OC3=CC=CC(NC(=O)C=C)=C3)=C3SC=CC3=N2)C=C1,Olmutinib
db7577,DB13166,-8,"-8,2","-8,10",C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1,Zofenopril
db7580,DB13174,-10,-8,"-8,94",OC(=O)C1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O,Rhein
db7581,DB13175,"-9,5","-8,1","-8,77",OC(=O)C1=CC(O)=C2C(CC3=C(C(O)=CC=C3)C2=O)=C1,Rheinanthrone
db7582,DB13177,"-7,9","-8,1","-8,00",CC1=CC(=O)OC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC=C12,4-methylumbelliferyl beta-D-glucoside
db7585,DB13182,"-8,2","-8,7","-8,45",OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,Daidzein
db7586,DB13185,"-7,8","-9,2","-8,47",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(O)C(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)OC(=O)CCC1CCCC1,Oxabolone cipionate
db7593,DB13211,"-7,8","-7,4","-7,60",NC(=N)NCC1COC2=CC=CC=C2O1,Guanoxan
db7594,DB13212,-7,"-8,2","-7,58",OC1=CC=C(C=C1)C1(OS(=O)(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,Phenolsulfonphthalein
db7597,DB13215,"-6,8","-8,8","-7,74",OC1=CC=C(C=C1S(O)(=O)=O)C1(OC(=O)C2=C1C(Br)=C(Br)C(Br)=C2Br)C1=CC(=C(O)C=C1)S(O)(=O)=O,Sulfobromophthalein
db7599,DB13217,"-7,6","-8,1","-7,85",OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Fentiazac
db7603,DB13222,"-8,5","-7,4","-7,93",CC1=C2C=CC=NC2=C(O)C(Br)=C1,Tilbroquinol
db7604,DB13223,"-7,4","-8,9","-8,12",C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)C(O)=O,Fluocortin
db7608,DB13227,"-8,5","-8,7","-8,60",CCOC1O[C@H]([C@@H](COCC2=CC=CC=C2)OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1O,Tribenoside
db7611,DB13230,"-6,6","-9,1","-7,75",[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Gestonorone
db7613,DB13233,"-8,1",-7,"-7,53",CC(N)C(=O)OC(C)(C)CC1=CC=C(Cl)C=C1,Alaproclate
db7617,DB13240,"-8,1","-8,1","-8,10",[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4(O)C[C@H](CC[C@]4(C=O)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](OC)[C@H](O)[C@@H](C)O1)C1=CC(=O)OC1,Cymarin
db7618,DB13242,-7,"-8,2","-7,58",CCCC(=O)NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC,Bucladesine
db7626,DB13252,"-6,6","-9,2","-7,79",CN1[C@H]2CC[C@@H]1CC(C2)=C1C2=CC=CC=C2CSC2=C1C=CC=C2,Tropatepine
db7628,DB13254,"-6,7","-9,3","-7,89",CC[N+]1(CC)CCC(C1C)=C(C1=CC=CC=C1)C1=CC=CC=C1,Prifinium
db7634,DB13266,"-7,1","-8,1","-7,58",[H][C@@]1(NC(=O)[C@H](N)C2=CC=C(O)C=C2)C(=O)N2C(C(O)=O)=C(CSC3=CNN=N3)CS[C@]12[H],Cefatrizine
db7641,DB13275,"-9,7","-9,2","-9,45",ClC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,Clorindione
db7642,DB13276,"-7,3","-8,2","-7,74",COC1=CC=C(C=C1)C1(NC(=O)N(CCN2CCCCC2)C1=O)C1=CC=C(OC)C=C1,Idanpramine
db7643,DB13277,"-8,8","-9,3","-9,05",CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=CC=CC=C2O1,Benziodarone
db7653,DB13291,"-8,2","-8,6","-8,40",OC(C1=CC2=CC=CC=C2O1)C1=CC=C(Cl)C=C1,Cloridarol
db7655,DB13294,"-7,7","-7,3","-7,50",[H][C@](CO)(N=C(O)CN=[N+]=[N-])[C@]([H])(O)C1=CC=C(C=C1)N(=O)=O,Azidamfenicol
db7657,DB13297,"-7,8","-7,3","-7,55",OCCNC(=O)\C=C\C1=CC=CC=C1,Idrocilamide
db7661,DB13305,"-8,4","-8,6","-8,50",CN(C)CCC(C1=CC=CC=C1)C1=CC=C(C)C=C1,Tolpropamine
db7662,DB13306,-8,"-7,1","-7,54",CC1=NC2=C(C=C1)C(Cl)=CC(Cl)=C2O,Chlorquinaldol
db7663,DB13307,"-8,4","-7,7","-8,04",[H][C@@]1(CC[C@]2(O)[C@]3([H])CCC4=C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O)C1=COC(=O)C=C1,Proscillaridin
db7664,DB13308,"-6,6","-9,2","-7,79",COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(=O)NO)C2=C1,Oxametacin
db7665,DB13309,"-9,7","-8,7","-9,19",CC(COC1=CC=CC=C1CC1=CC=CC=C1)N1CCCCC1,Benproperine
db7668,DB13312,"-7,8","-8,7","-8,24",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(O)=O)C1CC2=C(C1)C=CC=C2,Delapril
db7673,DB13317,-8,"-7,9","-7,95",C[C@H](C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(F)C=C1,Flunoxaprofen
db7679,DB13324,"-9,8","-7,8","-8,74",CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CCCCC1,Tetrazepam
db7680,DB13325,"-7,4","-7,7","-7,55",[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\NC(=O)C1=CC=C(S1)[N+]([O-])=O,Nifurzide
db7681,DB13327,"-8,2","-8,6","-8,40",COC1=CC=C(C=C1C(=O)NCC1=CC=CN=C1)C(=O)NCC1=CC=CN=C1,Picotamide
db7683,DB13329,"-9,5","-8,9","-9,20",CC(C)C1=CC2=C(C)C=CC2=C(C)C=C1,Guaiazulen
db7688,DB13335,"-8,3","-8,3","-8,30",ClC1=CC2=C(C=C1)N(CC#C)C(=O)CN=C2C1=CC=CC=C1,Pinazepam
db7693,DB13341,"-8,1",-7,"-7,53",CCN=C1OC(C(O)=N1)C1=CC=CC=C1,Fenozolone
db7696,DB13345,"-9,2","-11,6","-10,33",[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CC=CC=C1)N1C(=O)[C@@](O[C@@]21O)(N=C(O)[C@@]1([H])CN(C)[C@]2([H])CC3=CNC4=CC=CC(=C34)[C@@]2([H])C1)C(C)C,Dihydroergocristine
db7697,DB13346,"-8,9","-6,8","-7,78",CCCCOC1=CC=C(CC(=O)NO)C=C1,Bufexamac
db7698,DB13347,"-8,1",-11,"-9,44",O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1C(=O)C2=CC=CC=C2C1=O,Diphenadione
db7700,DB13349,"-7,5","-8,6","-8,03",CN(C)CCN1N=C(CC2=CC=CC=C2)C2=C(C=CC=C2)C1=O,Talastine
db7702,DB13351,"-8,5","-9,4","-8,94",CCN1CCCC(C1)OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,Piperidolate
db7704,DB13353,"-8,5","-7,4","-7,93",CCC(C)N(CC(O)C1=CC=CN1CC1=CC=CC=C1Cl)C(C)CC,Viminol
db7707,DB13356,"-8,2","-7,6","-7,89",CC1=CC=C2SC3=CC(C)=CC=C3SC2=C1,Mesulfen
db7709,DB13358,"-8,4","-9,3","-8,84",C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1,Cibenzoline
db7710,DB13360,"-8,4","-8,5","-8,45",CN(C(=S)OC1=CC=C2[C@H]3CC[C@H](C3)C2=C1)C1=CC(C)=CC=C1,Tolciclate
db7711,DB13361,"-8,2","-8,6","-8,40",CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)N(C)C,Trimethyldiphenylpropylamine
db7712,DB13362,"-8,6","-7,6","-8,08",CCC(C(O)=NC(O)=N)C1=CC=CC=C1,Pheneturide
db7714,DB13364,"-6,7","-8,8","-7,68",CC(C)=CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,Feprazone
db7717,DB13368,"-7,7","-7,8","-7,75",CCNC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C=C(OC)C(C)=C1C,Motretinide
db7718,DB13369,"-6,6","-8,6","-7,53",CC[N+]1(CC)CCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Benzilone
db7720,DB13371,"-7,6","-9,7","-8,59",O=C(CC1=CC=C(C=C1)C1=CC=CC=C1)NC1=CC=CC=N1,Difenpiramide
db7725,DB13380,"-7,4","-8,1","-7,74",CN(C)C(C)(C)COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Difemerine
db7729,DB13386,"-6,7","-8,5","-7,55",COC1=CC=C2[C@H]3CC[C@]4(C)[C@H](O)[C@H](O)C[C@H]4[C@@H]3CCC2=C1,Epimestrol
db7734,DB13395,"-8,1","-7,7","-7,90",COC(CN1CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Eprozinol
db7735,DB13396,"-6,7","-9,9","-8,14",NC(CCCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O,Neocitrullamon
db7736,DB13397,"-8,6","-9,6","-9,09",C(CC1=NC(CC(C2=CC=CC=C2)C2=CC=CC=C2)=NO1)N1CCCCC1,Prenoxdiazine
db7737,DB13398,"-7,9","-7,7","-7,80",COC1=CC(=CC=C1)C(=O)CCN[C@@H](C)[C@H](O)C1=CC=CC=C1,Oxyfedrine
db7743,DB13407,"-6,8","-8,3","-7,51",CN1N(C(=O)C(N=C(O)C2=CN=CC=C2)=C1C)C1=CC=CC=C1,Nifenazone
db7746,DB13411,"-8,9","-8,4","-8,65",CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C12)CC(=O)C1=CC=C(Cl)C=C1,Lofepramine
db7749,DB13414,"-7,7","-7,7","-7,70",OC(CNC1=CC=CC=N1)C1=CC=CC=C1,Fenyramidol
db7756,DB13422,"-8,5","-8,7","-8,60",[H][C@]1(COC(=O)C2=CN=CC=C2)O[C@](O)(COC(=O)C2=CN=CC=C2)[C@@]([H])(OC(=O)C2=CN=CC=C2)[C@]1([H])OC(=O)C1=CN=CC=C1,Nicofuranose
db7757,DB13424,"-8,1","-7,8","-7,95",ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,Clofenotane
db7758,DB13425,"-6,2","-9,1","-7,51",FC1=CC=C(C=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1F,Flutrimazole
db7762,DB13431,"-7,6","-7,5","-7,55",CCCN(CCC)C(=O)C(CCC(O)=O)N=C(O)C1=CC=CC=C1,Proglumide
db7763,DB13432,"-7,3","-8,3","-7,78",OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,Lonazolac
db7764,DB13433,"-7,4","-8,8","-8,07",CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,Simfibrate
db7765,DB13434,"-8,8","-7,8","-8,28",ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(SC2=CC=CC=C2)C=C1,Fenticonazole
db7766,DB13435,"-7,4","-7,9","-7,65",N\N=C1/NN=C2CCN(CC2=C1)C(=O)C1=CC=CC=C1,Endralazine
db7768,DB13437,"-9,1","-7,9","-8,48",CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,Medazepam
db7769,DB13438,"-7,8","-7,6","-7,70",CCCC(CC1=CC=CC=C1)N1CCCC1,Prolintane
db7770,DB13439,"-7,8","-8,8","-8,28",C(CN1CCCCC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Fenpiprane
db7774,DB13445,"-8,3","-8,5","-8,40",CC1(CCN2CCCCC2)C(=O)CCC2=CC=CC=C12,Nepinalone
db7777,DB13451,"-7,6","-8,9","-8,22",OC(CC(C1=CC=C(Cl)S1)C1=C(O)C2=CC=CC=C2OC1=O)C1=CC=C(Cl)C=C1,Tioclomarol
db7779,DB13454,"-9,3","-9,9","-9,60",[H][C@@]12OC3=C(OC(=O)C4=CN=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@]2([H])OC(=O)C1=CN=CC=C1,Nicomorphine
db7781,DB13457,"-7,3","-7,9","-7,59",CC(C)N1CCOC(C1)C1=CC=CC(=C1)C(F)(F)F,Oxaflozane
db7784,DB13460,"-7,6","-8,2","-7,89",CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C1=CN=CC=C1,Ronifibrate
db7787,DB13463,"-8,7",-8,"-8,34",CN(C)CCC=C1C2=C(COC3=CC=CC=C13)C1=CC=CC=C1O2,Oxetorone
db7788,DB13465,"-8,2","-8,2","-8,20",COC(O)=NC1=NC2=C(N1)C=C(C=C2)C(=O)C1CC1,Ciclobendazole
db7789,DB13469,"-9,5","-7,6","-8,50",O=C1C(=O)C2=C(C=CC=N2)C2=C1N=CC=C2,Phanquinone
db7791,DB13471,"-7,4","-8,7","-8,02",CN([C@@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CC2)[C@H]1O5)C(=O)\C=C\C1=COC=C1,Nalfurafine
db7794,DB13475,"-8,3","-7,3","-7,78",[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\N1CC(=O)NC1=O,Furazidin
db7795,DB13476,-7,"-8,6","-7,76",CC(C)N(CCC(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,Diisopromine
db7797,DB13479,"-7,2","-8,2","-7,68",C(CN1CCCC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,Histapyrrodine
db7798,DB13481,"-7,7",-8,"-7,85",NC(=O)N1C(=O)\C(=C(/O)C2=CC=CS2)C2=CC(Cl)=CC=C12,Tenidap
db7800,DB13484,"-6,9","-9,2","-7,97",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2OC1=CCCC1,Quinbolone
db7801,DB13485,"-7,6","-7,5","-7,55",COC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,Sulfametomidine
db7804,DB13489,"-7,3","-8,6","-7,92",CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,Bamipine
db7805,DB13490,-7,"-8,3","-7,62",COC1=CC=C(C=C1O)C1=CC(=O)C2=C(OCCO)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Hidrosmin
db7812,DB13499,"-7,4","-8,4","-7,88",NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1,Cefsulodin
db7813,DB13501,"-9,1","-9,2","-9,15",OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,Bendazac
db7814,DB13502,"-6,7","-9,3","-7,89",CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1,Budipine
db7816,DB13505,"-8,6","-8,6","-8,60",CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C1=CC=CC=C1,Emepronium
db7817,DB13506,"-9,6","-9,2","-9,40",CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3=CC=CC=C3)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,Carfecillin
db7818,DB13507,"-6,6","-8,7","-7,58",C[N+]1(C)CCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Poldine
db7821,DB13511,-9,"-8,1","-8,54",COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1,Clebopride
db7827,DB13520,"-10,7","-9,3","-9,98",[H][C@]1(CN=C(O)OCC2=CC=CC=C2)CN(C)[C@]2([H])CC3=CN(C)C4=CC=CC(=C34)[C@@]2([H])C1,Metergoline
db7834,DB13531,"-7,1","-9,6","-8,26",O=C(NC(CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CN=C1,Nicofetamide
db7835,DB13532,"-7,7","-8,2","-7,95",NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl,Cyclopenthiazide
db7838,DB13536,-8,"-7,1","-7,54",OC1=C2N=CC=CC2=C(Br)C=C1Br,Broxyquinoline
db7839,DB13538,"-7,5","-8,3","-7,89",COC1=CC=CC=C1OC(=O)C1=CC=CC=C1OC(C)=O,Guacetisal
db7841,DB13541,"-8,7",-7,"-7,80",CC(C)N1CC(O)C2=C\C(=N\NC(O)=N)C(=O)C=C12,Iprazochrome
db7842,DB13542,"-6,8",-9,"-7,82",C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Bevonium
db7845,DB13545,"-9,9","-8,4","-9,12",BrC1=CC=C2C(=O)C(C(=O)C2=C1)C1=CC=CC=C1,Isobromindione
db7849,DB13550,"-8,9","-7,9","-8,39",CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1,Bifemelane
db7850,DB13551,"-8,2","-8,4","-8,30",OC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1,Cinchophen
db7851,DB13552,"-8,6","-9,2","-8,89",OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F,Trifluperidol
db7853,DB13554,"-8,3","-8,4","-8,35",CC1=CC=C(C=C1)C1(O)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Moperone
db7855,DB13556,"-8,5","-9,3","-8,89",COC1=CC=C(NS(=O)(=O)C2=CC=C(NC(C3=C(C)N(C)N(C3=O)C3=CC=CC=C3)S(O)(=O)=O)C=C2)N=N1,Sulfamazone
db7857,DB13558,"-9,2","-7,9","-8,53",COC1=CC(=CC(OC)=C1OCCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C1,Morclofone
db7858,DB13559,"-8,3","-7,2","-7,73",O[C@@H]([C@@H]1CCCCN1)C1=CC(O)=C(O)C=C1,Rimiterol
db7859,DB13561,"-7,6","-8,1","-7,85",C[C@@H](CC1=CC=CC=C1)NCC1=CC=CC=C1Cl,Clobenzorex
db7860,DB13563,"-6,3",-9,"-7,53",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],Norgestrienone
db7862,DB13566,"-6,1","-9,4","-7,57",CC1=CC=CC=C1C(O)(C1CN2CCC1CC2)C1=CC=CC=C1C,Sequifenadine
db7869,DB13579,-7,"-8,4","-7,67",COC1=CC=C2C(=O)C3=CC=CC=C3OC2=C1CN1CCCCC1,Mepixanox
db7874,DB13586,"-6,1","-9,5","-7,61",[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Metandienone
db7876,DB13588,"-8,6","-8,5","-8,55",CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=C2C=CC=CC2=CC=C1,Naftidrofuryl
db7877,DB13591,"-7,5","-8,3","-7,89",CS(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CC2)C(O)=N)C=C1,Metopimazine
db7880,DB13596,"-9,4","-8,2","-8,78",OC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1,Oxycinchophen
db7883,DB13600,"-9,3","-8,8","-9,05",[H][C@@](OC(=O)[C@]1([H])[C@]([H])(C=C(Br)Br)C1(C)C)(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,Deltamethrin
db7888,DB13605,"-7,2","-9,1","-8,09",CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Phenoperidine
db7889,DB13606,"-7,6",-9,"-8,27",C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CCC1=CC=CC=C1,Phenazocine
db7893,DB13610,"-6,6",-10,"-8,12",CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@@H](C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(F)(F)F,Flumedroxone
db7896,DB13614,"-8,6","-7,7","-8,14",CC1=C(CC2=NCCN2)C2=CC=CC=C2S1,Metizoline
db7897,DB13616,"-7,8","-8,8","-8,28",[H][C@@](NCC(O)=O)(C1CCCCC1)C(=O)N1CC[C@@]1([H])C(O)=NCC1=CC=C(C=C1)C(N)=N,Melagatran
db7899,DB13618,-7,"-8,5","-7,71",CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=CC=C1,Ipriflavone
db7903,DB13625,"-7,9","-7,2","-7,54",CC(C)(C)NCC(O)C1=CC(NC(O)=N)=C(O)C=C1,Carbuterol
db7906,DB13629,"-8,2","-7,6","-7,89",CCCCC1C(O)=NN(C1=O)C1=CC=CC=C1,Mofebutazone
db7907,DB13630,"-7,8","-7,9","-7,85",C[N+](C)(C)CCOC(CC1=CC=CC=C1)C1=CC=CC=C1,Bibenzonium
db7908,DB13631,"-7,8","-7,8","-7,80",CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC=C(OC)C=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,Methoserpidine
db7915,DB13642,"-6,7","-8,8","-7,68",OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,Pridinol
db7916,DB13643,"-6,9","-8,5","-7,66",[H]\C(N1CCN(C)CC1)=C1\N=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N2C1=O,Loprazolam
db7920,DB13649,"-6,4","-8,9","-7,55",CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12,Proquazone
db7922,DB13652,"-7,1","-8,3","-7,68",CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1,Bunaftine
db7926,DB13657,"-7,7","-9,3","-8,46",CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,Benorilate
db7928,DB13660,"-7,9","-7,8","-7,85",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(CC)OC1=CC=CC=C1)C(O)=O,Propicillin
db7933,DB13665,-8,"-8,3","-8,15",COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Fluanisone
